HLint,https://github.com/ndmitchell/hlint,HLint is a tool for suggesting possible improvements to Haskell code,haskell,5057065,587222,
Hopper,https://github.com/cuplv/hopper,A static analysis tool written in scala for languages that run on JVM,"groovy, java, kotlin, scala",5525899,4194531,
Hound CI,https://houndci.com/,"Comments on style violations in GitHub pull requests. Supports Coffeescript, Go, HAML, JavaScript, Ruby, SCSS and Swift.","coffeescript, go, haml, javascript, ruby, css, swift",1450701,278657,
HTML Inspector,https://github.com/philipwalton/html-inspector,HTML Inspector is a code quality tool to help you and your team write better markup,html,1818857,7576595,
HTML Tidy,http://www.html-tidy.org/,Corrects and cleans up HTML and XML documents by fixing markup errors and upgrading legacy code to modern standards,html,4339403,7956847,
HTMLHint,https://htmlhint.com/,A Static Code Analysis Tool for HTML,html,177354,8335572,
HuntBugs,https://github.com/amaembo/huntbugs,Bytecode static analyzer tool based on Procyon Compiler Tools aimed to supersede FindBugs,java,933656,5188341,
i-Code CNES for Fortran,https://github.com/lequal/i-CodeCNES,"An open source static code analysis tool for Fortran 77, Fortran 90 and Shell.",fortran,3641809,1573198,
i-Code CNES for Shell,https://github.com/lequal/i-CodeCNES,An open source static code analysis tool for Shell and Fortran (77 and 90),shell,3788053,73697,
iblessing,ttps://www.kitploit.com/2020/08/iblessing-ios-security-exploiting.htm," iblessing is an iOS security exploiting toolkit. It can be used for reverse engineering, binary analysis and vulnerability mining","mobile, security",5140862,6633278,
IDA Free,https://www.hex-rays.com/products/ida/support/download_freeware/,Binary code analysis tool,binary,9178403,5406479,
IKOS,https://github.com/nasa-sw-vnv/ikos,A sound static analyzer for C/C++ code based on LLVM,"c, cpp",6875974,6801998,
imhotep,https://github.com/justinabrahms/imhotep,Comment on commits coming into your repository and check for syntactic errors and general lint warnings,"meta, buildtool, python, ruby, javascript",2125626,3938352,
include-gardener1,https://github.com/feddischson/include_gardener,A multi-language static analyzer for C/C++/Obj-C/Python/Ruby to create a graph (in dot or graphml format) which shows all `#include` relations of a given set of files.,"c, cpp",5288091,8187303,
include-gardener2,https://github.com/feddischson/include_gardener,A multi-language static analyzer for C/C++/Obj-C/Python/Ruby to create a graph (in dot or graphml format) which shows all `#include` relations of a given set of files.,python,9346190,7796971,
include-gardener3,https://github.com/feddischson/include_gardener,A multi-language static analyzer for C/C++/Obj-C/Python/Ruby to create a graph (in dot or graphml format) which shows all `#include` relations of a given set of files.,ruby,2615939,7840753,
ineffassign,https://github.com/gordonklaus/ineffassign,Detect ineffectual assignments in Go code,go,4566498,325202,
Infer,https://fbinfer.com/,"A static analyzer for Java, C and Objective-C","c, cpp, java, objectivec",1356140,280326,
InsiderSec,https://insidersec.io/,"A open source Static Application Security Testing tool (SAST) written in GoLang for Java (Maven and Android), Kotlin (Android), Swift (iOS), .NET Full Framework, C# and Javascript (Node.js).","java, mobile, kotlin, swift, dotnet, javascript, nodejs, csharp, security",9992414,1411653,
IntelliJ IDEA,https://www.jetbrains.com/idea/,"Comes bundled with a lot of inspections for Java and Kotlin and includes tools for refactoring, formatting and more.",ide,9627483,4527605,
interfacer,https://github.com/mvdan/interfacer,Suggest narrower interfaces that can be used,go,2370681,6425894,
Jakstab,https://github.com/jkinder/jakstab,"Jakstab is an Abstract Interpretation-based, integrated disassembly and static analysis framework for designing analyses on executables and recovering reliable control flow graphs.",binary,7863905,8779777,
JArchitect,https://www.jarchitect.com,"Measure, query and visualize your code and avoid unexpected issues, technical debt and complexity.",java,772,5795207,
JBMC,https://www.cprover.org/jbmc/,"Bounded model-checker for Java (bytecode), verifies user-defined assertions, standard assertions, several coverage metric analyses.",java,3011312,3766984,
jedi,https://jedi.readthedocs.io/en/latest/,Autocompletion/static analysis library for Python,python,3963105,3549342,
Joern,ttps://joern.io,Open-source code analysis platform for C/C++ based on code property graph,"c, cpp",7479868,1260776,
jshint,https://jshint.com/about/,Detect errors and potential problems in JavaScript code and enforce your team's coding conventions.,javascript,6324233,4280243,
JSLint,https://github.com/douglascrockford/JSLint,The JavaScript Code Quality Tool,javascript,5052257,7528261,
JSPrime,http://dpnishant.github.io/jsprime/,Static security analysis tool,javascript,5215472,3267792,
Kiuwan,https://www.kiuwan.com/code-security-sast/,"Identify and remediate cyber threats in a blazingly fast, collaborative environment, with seamless integration in your SDLC. Python, C\\C++, Java, C#, PHP and more.","c, cpp, go, java, javascript, kotlin, php, python, scala, service, swift",9551534,6283615,
Klocwork,https://www.perforce.com/products/klocwork,"Quality and Security Static analysis for C/C++, Java and C#.","c, cpp, csharp, java",9679457,4835361,
ktlint,https://ktlint.github.io/,An anti-bikeshedding Kotlin linter with built-in formatter,"kotlin, formatter",700595,3280724,
kube-score,https://kube-score.com/,Static code analysis of your Kubernetes object definitions,container,1607187,5681649,
kubeval,https://kubeval.instrumenta.dev/,Validates your Kubernetes configuration files and supports multiple Kubernetes versions,container,943194,6613552,
lacheck,https://www.ctan.org/pkg/lacheck,A tool for finding common mistakes in LaTeX documents,latex,7070392,5350334,
TeXLab,https://texlab.netlify.app,"A Language Server Protocol implementation for TeX/LaTeX, including lint capabilities",latex,4085402,3247951,
Landscape,https://landscape.io/,Static code analysis for Python,service,9811976,1799748,
languagetool,https://languagetool.org/,Style and grammar checker for 25+ languages. It finds many errors that a simple spell checker cannot detect,writing,3811756,7339971,
laser,https://github.com/michaeledgar/laser,Static analysis and style linter for Ruby code,ruby,9778203,1415364,
Qualys Container Security,https://www.qualys.com/apps/container-security/,Container native application protection to provide visibility and control of containerized applications,"container, service",8458328,5859973,
LDRA,https://ldra.com,"A tool suite including static analysis (TBVISION) to various standards including MISRA C & C++, JSF++ AV, CWE, CERT C, CERT C++ & Custom Rules.","c, cpp",4968921,9486261,
LGTM.com,https://lgtm.com/,Deep code analysis for GitHub and Bitbucket to find security vulnerabilities and critical code quality issues (using Semmle QL). Automatic code review for pull requests; free for public repositories,"ci, service",4777404,3088271,
LibVCS4j,https://github.com/uni-bremen-agst/libvcs4j,A Java library that allows existing tools to analyse the evolution of software systems by providing a common API for different version control systems and issue trackers,support,4432287,7303869,
lint,ttps://github.com/passsy/dart-lin,"An opinionated, community-driven set of lint rules for Dart and Flutter projects. Like pedantic but stricte",dart,3000636,9758160,
linter,https://github.com/HairyFotr/linter,"Linter is a Scala static analysis compiler plugin which adds compile-time checks for various possible bugs, inefficiencies, and style problems.",scala,5789086,2891337,
linter-rust,https://github.com/AtomLinter/linter-rust,"Linting your Rust-files in Atom, using rustc and cargo.",rust,8188508,3667238,
lintian,https://lintian.debian.org/,Static analysis tool for Debian packages,package,1802369,1313834,
lintr,https://github.com/jimhester/lintr,Static Code Analysis for R,r,4687455,5997435,
linty fresh,https://github.com/lyft/linty_fresh,Parse lint errors and report them to Github as comments on a pull request,python,3130926,4392451,
lll,https://github.com/walle/lll,Report long lines,go,8076817,600739,
luacheck,https://github.com/mpeterv/luacheck,A tool for linting and static analysis of Lua code,lua,2123712,8800457,
maligned,https://github.com/mdempsky/maligned,Detect structs that would take less memory if their fields were sorted,go,8488052,1784027,
Manalyze,https://github.com/JusticeRage/Manalyze,"A static analyzer, which checks portable executables for malicious content.",binary,5063832,428791,
markdownlint,https://github.com/DavidAnson/markdownlint,Node.js -based style checker and lint tool for Markdown/CommonMark files,markdown,6189768,9353428,
mccabe,https://pypi.org/project/mccabe/,Check McCabe complexity,python,8257462,9287535,
mdl,https://github.com/mivok/markdownlint,A tool to check Markdown files and flag style issues,markdown,1800208,1857825,
MIRAI,https://github.com/facebookexperimental/MIRAI,"And abstract interpreter operating on Rust's mid-level intermediate language, and providing warnings based on taint analysis.",rust,9391569,6942879,
misspell,https://github.com/client9/misspell,Finds commonly misspelled English words,go,1598067,841077,
misspell-fixer,https://github.com/vlajos/misspell-fixer,"Quick tool for fixing common misspellings, typos in source code.",writing,1637046,9271,
Misspelled Words In Context,http://jwilk.net/software/mwic,A spell-checker that groups possible misspellings and shows them in their contexts,writing,592001,2505258,
mlint,https://mathworks.com/help/matlab/ref/mlint.html,Check MATLAB code files for possible problems,matlab,1007665,4513064,
Mondrian,http://trismegiste.github.io/Mondrian/,A set of static analysis and refactoring tools which use graph theory,php,2818331,6210853,
multilint,https://github.com/adamchainz/multilint,"A wrapper around `flake8`, `isort` and `modernize`.","python, meta",6231319,7152014,
mypy,http://www.mypy-lang.org/,"A static type checker that aims to combine the benefits of duck typing and static typing, frequently used with [MonkeyType](https://github.com/Instagram/MonkeyType).",python,4148548,4468242,
mythril,https://github.com/ConsenSys/mythril,"A symbolic execution framework with batteries included, can be used to find and exploit vulnerabilities in smart contracts automatically",smart,5047637,9291909,
MythX,https://mythx.io,"MythX is an easy to use analysis platform which integrates several analysis methods like fuzzing, symbolic execution and static analysis to find vulnerabilities with high precision",smart,3804769,8734447,
Nagelfar,https://sourceforge.net/projects/nagelfar/,A static syntax checker for Tcl,tcl,4236687,1259338,
nakedret,https://github.com/alexkohler/nakedret,Finds naked returns,go,6151466,9871646,
nargs,https://github.com/alexkohler/nargs,Finds unused arguments in function declarations,go,950888,5217278,
NDepend,http://www.ndepend.com/,"Measure, query and visualize your code and avoid unexpected issues, technical debt and complexity.",csharp,9937979,9056775,
Nitpick CI,https://nitpick-ci.com,Automated PHP code review,"ci, service",901864,2189680,
NodeJSScan,https://opensecurity.in/,NodeJsScan is a static security code scanner for Node.js applications,"javascript, nodejs",590217,3103970,
NullAway,https://github.com/uber/NullAway,Type-based null-pointer checker with low build-time overhead; an [Error Prone](http://errorprone.info/) plugin.,java,5125045,6855729,
oclint,http://oclint.org/,"A static source code analysis tool to improve quality and reduce defects for C, C++ and Objective-C.","c, cpp, objectivec",8028393,1830783,
OWASP Dependency Check,https://owasp.org/www-project-dependency-check/,"Checks dependencies for known, publicly disclosed, vulnerabilities.",java,3437333,262732,
paprika,https://github.com/GeoffreyHecht/paprika,A toolkit to detect some code smells in analyzed Android applications,mobile,2014169,712118,
Oversecured,https://oversecured.com/,"A mobile app vulnerability scanner, designed for security researchers and bug bounty hackers. It also allows integrations into the DevOps process for businesses","mobile, security",6909780,8295023,
parallel-lint,https://github.com/php-parallel-lint/PHP-Parallel-Lint,This tool checks syntax of PHP files faster than serial check with a fancier output,php,9798018,2930615,
Parker,https://github.com/katiefenn/parker,Stylesheet analysis tool,css,8290154,7310207,
Parse,https://github.com/psecio/parse,A Static Security Scanner,php,9822370,7395830,
Pascal Analyzer,https://peganza.com/products_pal.html,A static code analysis tool with numerous reports. A free _Lite_ version is available with limited reporting,delphi,3359225,4572043,
Pascal Expert,https://peganza.com/products_pex.html,IDE plugin for code analysis. Includes a subset of Pascal Analyzer reporting capabilities and is available for Delphi versions 2007 and later,delphi,6849590,6216228,
pdepend,https://pdepend.org/,Calculates software metrics like cyclomatic complexity for PHP code,php,3299625,3602952,
pelusa,https://github.com/codegram/pelusa,Static analysis Lint-type tool to improve your OO Ruby code,ruby,5713994,5318350,
"""Perl",https://metacpan.org/pod/Perl::Critic,Critique Perl source code for best-practices,perl,9510522,3965675,
pfff,https://github.com/facebookarchive/pfff/wiki/Main,"Facebook's tools for code analysis, visualizations, or style-preserving source transformation for many languages.","c, java, php, javascript, html, css, cpp, rust, csharp, erlang, haskell, python",7369568,8295665,
phan,https://github.com/phan/phan/wiki,A modern static analyzer from etsy,php,3447222,4669927,
Phasar,https://phasar.org/,A LLVM-based static analysis framework which comes with a taint and type state analysis,"c, cpp",3298377,1848277,
PHP Architecture Tester,https://github.com/carlosas/phpat,Easy to use architecture testing tool for PHP,php,2950421,3938886,
PHP Assumptions,https://github.com/rskuipers/php-assumptions,Checks for weak assumptions,php,3671248,748849,
PHP Coding Standards Fixer,https://cs.symfony.com/,"Fixes your code according to standards like PSR-1, PSR-2, and the Symfony standard.",php,1274733,7998602,
PHP Insights,https://phpinsights.com/,PHP-Insights,php,7726508,710165,
Php Inspections (EA Extended),https://plugins.jetbrains.com/plugin/7622-php-inspections-ea-extended-,A Static Code Analyzer for PHP,php,3889750,1502189,
PHP Refactoring Browser,http://qafoolabs.github.io/php-refactoring-browser/,Refactoring helper,php,9657299,7511136,
PHP Semantic Versioning Checker,https://github.com/tomzx/php-semver-checker,Suggests a next version according to semantic versioning,php,4776698,258934,
PHP-Parser,https://github.com/nikic/PHP-Parser,A PHP parser written in PHP,php,7643202,1330779,
PHP-Token-Reflection,https://github.com/Andrewsville/PHP-Token-Reflection,Library emulating the PHP internal reflection,php,3712968,9643582,
php7cc,https://github.com/sstalle/php7cc,PHP 7 Compatibility Checker,php,4937457,5263948,
php7mar,https://github.com/Alexia/php7mar,Assist developers in porting their code quickly to PHP 7,php,2988700,4042174,
PHP_CodeSniffer,https://pear.php.net/package/PHP_CodeSniffer,Detects violations of a defined set of coding standards,php,6971255,3752865,
phpca,https://github.com/wapmorgan/PhpCodeAnalyzer,Finds usage of non-built-in extensions,php,1760557,7100424,
phpcf,http://wapmorgan.github.io/PhpCodeFixer/,Finds usage of deprecated PHP features,php,2388811,1916913,
phpcpd,https://github.com/sebastianbergmann/phpcpd,Copy/Paste Detector for PHP code,php,8831746,4926336,
phpdcd,https://github.com/sebastianbergmann/phpdcd,Dead Code Detector (DCD) for PHP code,php,8215310,1244949,
PhpDependencyAnalysis,https://mamuz.github.io/PhpDependencyAnalysis/,Builds a dependency graph for a project,php,8916244,2667924,
phpdoc-to-typehint,https://github.com/dunglas/phpdoc-to-typehint,Add scalar type hints and return types to existing PHP projects using PHPDoc annotations,php,2109952,1385442,
phpDocumentor,https://www.phpdoc.org/,Analyzes PHP source code to generate documentation,php,1425079,3345194,
phploc,https://github.com/sebastianbergmann/phploc,A tool for quickly measuring the size and analyzing the structure of a PHP project,php,7347488,9480055,
PHPMD,https://phpmd.org/,Finds possible bugs in your code,php,8944636,3647315,
PhpMetrics,http://www.phpmetrics.org/,Calculates and visualizes various code quality metrics,php,8194531,3907973,
phpmnd,https://github.com/povils/phpmnd,Helps to detect magic numbers,php,3302176,6366597,
PHPQA,https://edgedesigncz.github.io/phpqa/,"A tool for running QA tools (phploc, phpcpd, phpcs, pdepend, phpmd, phpmetrics).",php,9872011,3302575,
phpqa - jakzal,https://github.com/jakzal/phpqa,Many tools for PHP static analysis in one container,php,7859037,4455379,
phpqa - jmolivas,https://github.com/jmolivas/phpqa,PHPQA all-in-one Analyzer CLI tool,php,1137910,1818451,
phpsa,https://github.com/ovr/phpsa,Static analysis tool for PHP,php,6375353,1919431,
php-speller,https://github.com/mekras/php-speller,PHP spell check library,php,5483000,5802040,
PHPStan,https://phpstan.org/,PHP Static Analysis Tool - discover bugs in your code without running it,php,4200503,3248456,
plato,https://github.com/es-analysis/plato,Visualize JavaScript source complexity,javascript,3732051,2223181,
es6-plato,https://github.com/the-simian/es6-plato,Visualize JavaScript (ES6) source complexity,javascript,1792531,8345973,
PMD,https://pmd.github.io/,"A source code analyzer for Java, Javascript, PLSQL, XML, XSL and others.","java, javascript, plsql, scala, xml",5187454,8869389,
Polymer-analyzer,https://github.com/Polymer/tools/tree/master/packages/analyzer,A static analysis framework for Web Components,"html, javascript",8648128,5159944,
Polyspace Bug Finder,https://www.mathworks.com/products/polyspace-bug-finder.html,"Identifies run-time errors, concurrency issues, security vulnerabilities, and other defects in C and C++ embedded software.","c, cpp",7780332,8062960,
Polyspace Code Prover,https://www.mathworks.com/products/polyspace-code-prover.html,"Provide code verification that proves the absence of overflow, divide-by-zero, out-of-bounds array access, and certain other run-time errors in C and C++ source code.","c, cpp",2954971,5826744,
Polyspace for Ada,https://www.mathworks.com/products/polyspace-ada.html,"Provide code verification that proves the absence of overflow, divide-by-zero, out-of-bounds array access, and certain other run-time errors in source code.",ada,2784520,5091410,
portlint,https://www.freebsd.org/cgi/man.cgi?query=portlint&sektion=1&manpath=FreeBSD+8.1-RELEASE+and+Ports,A verifier for FreeBSD and DragonFlyBSD port directories,"make, buildtool",9177776,5981764,
PostCSS,https://postcss.org/,"A tool for transforming styles with JS plugins. These plugins can lint your CSS, support variables and mixins, transpile future CSS syntax, inline images, and more",css,3721207,9403540,
pre-commit,https://pre-commit.com/,A framework for managing and maintaining multi-language pre-commit hooks,"c, cpp, java, php",202806,186593,
prealloc,https://github.com/alexkohler/prealloc,Finds slice declarations that could potentially be preallocated,go,2953176,5054412,
Prettier,https://prettier.io/,An opinionated code formatter,"javascript, typescript, html, formatter",7650719,1056451,
Primitive Erlang Security Tool (PEST),https://github.com/okeuday/pest,A tool to do a basic scan of Erlang source code and report any function calls that may cause Erlang source code to be insecure,erlang,810236,9194326,
Progpilot,https://github.com/designsecurity/progpilot,A static analysis tool for security purposes,php,8922089,3455406,
Project Wallace CSS Analyzer,https://www.projectwallace.com/,"Analytics for CSS, part of [Project Wallace](https://www.projectwallace.com).",css,1802447,8573892,
Pronto,https://github.com/prontolabs/pronto,"Quick automated code review of your changes. Supports more than 40 runners for various languages, including Clang, Elixir, JavaScript, PHP, Ruby and more.","c, ci, cpp, elixir, java, javascript, php, ruby, ci",9416181,6300922,
proselint,http://proselint.com/,A linter for English prose with a focus on writing style instead of grammar,writing,9065782,609480,
prospector,https://github.com/PyCQA/prospector,"A wrapper around `pylint`, `pep8`, `mccabe` and others.","python, meta",9652092,7762263,
protolint,https://github.com/yoheimuta/protolint,Pluggable linter and fixer to enforce Protocol Buffer style and conventions,protobuf,2329747,2118720,
Psalm,https://psalm.dev/,Static analysis tool for finding type errors in PHP applications,php,8036145,7069631,
PT.PM,https://github.com/PositiveTechnologies/PT.PM,"An engine for searching patterns in the source code, based on Unified AST or UST. At present time C#, Java, PHP, PL/SQL, T-SQL, and JavaScript are supported. Patterns can be described within the code or using a DSL.","csharp, java, php, plsql, tsql, javascript",9947742,5249935,
PullRequest,https://www.pullrequest.com,Code review as a service with built-in static analysis,"ci, service",2012431,815342,
Puma Scan,https://pumasecurity.io/,"Puma Scan provides real time secure code analysis for common vulnerabilities (XSS, SQLi, CSRF, LDAPi, crypto, deserialization, etc.) as development teams write code in Visual Studio.","csharp, ide",2253516,6902439,
Puppet Lint,https://github.com/rodjek/puppet-lint,Check that your Puppet manifests conform to the style guide,configmanagement,8721197,9540124,
PVS-Studio,https://www.viva64.com/en/pvs-studio/,"A ([conditionally free](https://www.viva64.com/en/b/0614/) for FOSS and individual developers) static analysis of C, C++, C# and Java code. For advertising purposes [you can propose a large FOSS project for analysis by PVS employees](https://github.com/viva64/pvs-studio-check-list). Supports CWE mapping, MISRA and CERT coding standards.","c, cpp, csharp, java",768278,8902934,
py-find-injection,https://github.com/uber/py-find-injection,Find SQL injection vulnerabilities in Python code,python,3324691,6501923,
pycodestyle,https://pycodestyle.pycqa.org/en/latest/,(Formerly `pep8`) Check Python code against some of the style conventions in PEP 8.,python,2406316,3240749,
pydocstyle,http://www.pydocstyle.org,Check compliance with Python docstring conventions,python,1290246,6078120,
pyflakes,https://pypi.org/project/pyflakes/,Check Python source files for errors,python,1757426,3781947,
pylint,http://pylint.pycqa.org/en/latest/,"Looks for programming errors, helps enforcing a coding standard and sniffs for some code smells. It additionally includes `pyreverse` (an UML diagram generator) and `symilar` (a similarities checker).",python,1164071,1504608,
pyre-check,https://pyre-check.org/,"A fast, scalable type checker for large Python codebases.",python,4075247,2803416,
pyright,https://github.com/Microsoft/pyright,"Static type checker for Python, created to address gaps in existing tools like mypy.",python,7954877,6407884,
pyroma,https://github.com/regebro/pyroma,"Rate how well a Python project complies with the best practices of the Python packaging ecosystem, and list issues that could be improved.",python,4959772,7438925,
PyT - Python Taint,https://github.com/python-security/pyt,A static analysis tool for detecting security vulnerabilities in Python web applications,python,5642475,8095515,
pytype,https://google.github.io/pytype/,A static type analyzer for Python code,python,1544149,2469612,
Pysa,https://pyre-check.org/docs/pysa-basics.html,A tool based on Facebook's pyre-check to identify potential security issues in Python code identified with taint analysis,python,5475407,6040766,
Qafoo Quality Analyzer,https://github.com/Qafoo/QualityAnalyzer,Visualizes metrics and source code,php,1631522,8141442,
qark,https://github.com/linkedin/qark,Tool to look for several security related Android application vulnerabilities,mobile,6723485,9770399,
quality,https://github.com/apiology/quality,"Runs quality checks on your code using community tools, and makes sure your numbers don't get any worse over time.","ci, ruby",8397647,8752256,
QuantifiedCode,https://github.com/quantifiedcode/quantifiedcode,Automated code review & repair,"ci, service",4659644,5191476,
Querly,https://github.com/soutaro/querly,Pattern Based Checking Tool for Ruby,ruby,3681839,3872101,
qulice,https://www.qulice.com/,"Combines a few (pre-configured) static analysis tools (checkstyle, PMD, Findbugs, ...).",java,29280,2305449,
radon,https://radon.readthedocs.io/en/latest/,A Python tool that computes various metrics from the source code,python,270400,8918279,
Railroader,https://railroader.org/,An open source static analysis security vulnerability scanner for Ruby on Rails applications,ruby,1417607,4861591,
reek,https://github.com/troessner/reek,Code smell detector for Ruby,ruby,6440842,2731134,
Refactoring Essentials,https://marketplace.visualstudio.com/items?itemName=SharpDevelopTeam.RefactoringEssentialsforVisualStudio,"The free Visual Studio 2015 extension for C# and VB.NET refactorings, including code best practice analyzers.","csharp, vbnet",3814639,6760162,
relint,https://github.com/codingjoe/relint,A static file linter that allows you to write custom rules using regular expressions (RegEx),"python, java, javascript, c, cpp, dotnet, jsx",4879386,538725,
remark-lint,https://remark.js.org/,Pluggable Markdown code style linter written in JavaScript,markdown,8072094,7387436,
ReSharper,https://www.jetbrains.com/resharper/,"Extends Visual Studio with on-the-fly code inspections for C#, VB.NET, ASP.NET, JavaScript, TypeScript and other technologies.","asp, csharp, javascript, typescript, vbnet",9267105,4768305,
Reshift,https://www.reshiftsecurity.com/,A source code analysis tool for detecting and managing Java security vulnerabilities,service,1339643,7592039,
retire.js,http://retirejs.github.io/retire.js/,Scanner detecting the use of JavaScript libraries with known vulnerabilities,javascript,8273365,375912,
Reviewdog,https://github.com/haya14busa/reviewdog,A tool for posting review comments from any linter in any code hosting service,"ci, go",3461540,7293817,
revive,https://revive.run/,"Fast, configurable, extensible, flexible, and beautiful linter for Go. Drop-in replacement of golint.",go,1842181,9942067,
RIPS,https://www.ripstech.com/,A static source code analyser for vulnerabilities in PHP scripts,"php, java, nodejs",1753047,3974992,
Roslyn Analyzers,https://github.com/dotnet/roslyn-analyzers,Roslyn-based implementation of FxCop analyzers,"csharp, dotnet",4081789,1367513,
Roslyn Security Guard,https://security-code-scan.github.io/,"Project that focuses on the identification of potential vulnerabilities such as SQL injection, cross-site scripting (XSS), CSRF, cryptography weaknesses, hardcoded passwords and many more.","csharp, vbnet",5778783,7430851,
Roslynator,https://github.com/JosefPihrt/Roslynator/,"A collection of 190+ analyzers and 190+ refactorings for C#, powered by Roslyn.",csharp,8941171,8461883,
rpmlint,https://github.com/rpm-software-management/rpmlint,Tool for checking common errors in rpm packages,package,3988278,2048421,
RuboCop,https://docs.rubocop.org/rubocop/,"A Ruby static code analyzer, based on the community Ruby style guide.",ruby,1263754,7501447,
Rubrowser,http://www.emadelsaid.com/rubrowser/,Ruby classes interactive dependency graph generator,ruby,9004745,1661481,
ruby-lint,http://code.yorickpeterse.com/ruby-lint/latest/,Static code analysis for Ruby,ruby,7785016,4467862,
rubycritic,https://github.com/whitesmith/rubycritic,A Ruby code quality reporter,ruby,5899021,2951448,
Rust Language Server,https://github.com/rust-lang-nursery/rls,"Supports functionality such as 'goto definition', symbol search, reformatting, and code completion, and enables renaming and refactorings.",rust,9211008,8911103,
rust-analyzer,https://rust-analyzer.github.io/,"Supports functionality such as 'goto definition', type inference, symbol search, reformatting, and code completion, and enables renaming and refactorings.",rust,4306153,8995865,
rust-audit,ttps://github.com/Shnatsel/rust-audi,Audit Rust binaries for known bugs or security vulnerabilities. This works by embedding data about the dependency tree (Cargo.lock) in JSON format into a dedicated linker section of the compiled executable.,rust,989336,4948740,
rustfix,https://github.com/rust-lang/rustfix,"Read and apply the suggestions made by rustc (and third-party lints, like those offered by clippy).",rust,9543291,2252635,
safesql,https://github.com/stripe/safesql,Static analysis tool for Golang that protects against SQL injections,go,9380145,7697351,
SandiMeter,https://rubygems.org/gems/sandi_meter,Static analysis tool for checking Ruby code for Sandi Metz' rules.,ruby,3521196,4830989,
sass-lint,https://github.com/sasstools/sass-lint,A Node-only Sass linter for both sass and scss syntax,css,2362521,1281547,
Scalastyle,http://www.scalastyle.org,Scalastyle examines your Scala code and indicates potential problems with it,scala,3126743,8641388,
scan-build,https://clang-analyzer.llvm.org/scan-build.html,Analyzes C/C++ code using LLVM at compile-time,"c, cpp",6319764,2445202,
scapegoat,https://github.com/sksamuel/scapegoat,Scala compiler plugin for static code analysis,scala,3983938,2144435,
Scrutinizer,https://scrutinizer-ci.com/,A proprietary code quality checker that can be integrated with GitHub,service,8610133,5780062,
scsslint,https://github.com/brigade/scss-lint,Linter for SCSS files,css,1604423,5872351,
Security Code Scan,https://security-code-scan.github.io/,"Security code analyzer for C# and VB.NET. Detects various security vulnerability patterns: SQLi, XSS, CSRF, XXE, Open Redirect, etc. Integrates into Visual Studio 2015 and newer. Detects various security vulnerability patterns: SQLi, XSS, CSRF, XXE, Open Redirect, etc.","c, cpp, csharp, ide, java, php, vbnet",2138384,1532581,
Semgrep,https://semgrep.live,"Free, open-source lightweight static analysis for many languages. Find and block bug variants with patterns that look like source code.","c, go, java, javascript, python",7954289,6615635,
Semmle QL and LGTM,https://semmle.com/,"Find security vulnerabilities, variants, and critical code quality issues using queries over source code. Automatic PR code review; free for public GitHub/Bitbucket repo: [LGTM.com](https://LGTM.com).","c, ci, cpp, java, php",3429000,6835639,
SensioLabs Insight,https://insight.sensiolabs.com/,"Detect security risks, find bugs and provide actionable metrics for PHP projects.","php, service",4140260,1665574,
shellcheck,https://www.shellcheck.net/,"ShellCheck, a static analysis tool that gives warnings and suggestions for bash/sh shell scripts.",shell,2373666,3354257,
shipshape,https://github.com/google/shipshape,Static program analysis platform that allows custom analyzers to plug in through a common interface,"c, cpp, java, php",1901272,5217782,
Sider,https://sider.review,An automated code reviewing tool. Improving developers' productivity.,"ci, service, ruby, python, css, go, swift",3241793,3573528,
slim-lint,https://github.com/sds/slim-lint,Configurable tool for analyzing Slim templates,template,5595848,8171815,
slither,https://github.com/trailofbits/slither,"Static analysis framework that runs a suite of vulnerability detectors, prints visual information about contract details, and provides an API to easily write custom analyses.",smart,7111897,7520634,
SmartDec Scanner,https://smartdecscanner.com/,"SAST tool which is capable of identifying vulnerabilities and undocumented features. The analyzer scans the source code and executables without debug info (i.e. binaries). Supports: Java/Scala/Kotlin, PHP, C#, JavaScript, TypeScript, VBScript, HTML5, Python, Perl, C/C++, Objective-C/Swift, PL/SQL, T-SQL, ABAP, 1C, Apex, Go, Ruby, Groovy, Delphi, VBA, Visual Basic 6, Solidity, Vyper, COBOL.","abap, apex, c, cobol, cpp, csharp, delphi, go, groovy, html, java, javascript, kotlin, objectivec, perl, php, plsql, python, ruby, scala, security, smart, swift, tsql, typescript, vba, vbscript, vbasic, vyper",4900655,5908456,
Snyk,https://snyk.io/,Vulnerability scanner for dependencies of node.js apps (free for Open Source Projects),"ci, container, go, java, javascript, php, python, ruby, service",9562116,9529515,
sobelow,https://github.com/nccgroup/sobelow,Security-focused static analysis for the Phoenix Framework,elixir,1773466,8119778,
solhint,https://protofire.github.io/solhint/,Solhint is an open source project created by https://protofire.io. Its goal is to provide a linting utility for Solidity code,smart,5122893,4518309,
solium,https://ethlint.readthedocs.io/en/latest/,Solium is a linter to identify and fix style and security issues in Solidity smart contracts,smart,7156955,7254538,
SonarCloud,https://sonarcloud.io,"Multilanguage cloud-based static code analysis. History, trends, security hot-spots, pull request analysis and more. Free for open source.","ci, service",4737337,8382622,
SonarLint for Visual Studio,https://vs.sonarlint.org/,SonarLint is an extension for Visual Studio 2015 and 2017 that provides on-the-fly feedback to developers on new bugs and quality issues injected into .NET code,"c, cpp, csharp, javascript, vbnet",7232524,8889892,
