gulp-bootlint,https://github.com/tschortsch/gulp-bootlint,"A gulp wrapper for [Bootlint](https://github.com/twbs/bootlint), the HTML linter for Bootstrap projects",html,N,8960971,8387584,
haml-lint,https://github.com/sds/haml-lint,Tool for writing clean and consistent HAML,template,N,6917315,3124526,
Haskell Dockerfile Linter,https://github.com/lukasmartinelli/hadolint,A smarter Dockerfile linter that helpsyou build best practice Docker images,container,N,4904269,3475713,
Haxe Checkstyle,http://haxecheckstyle.github.io/docs/haxe-checkstyle/home.html,A static analysis tool to help developers write Haxe code that adheres to a coding standard,haxe,N,1164260,4682724,
Helix QAC,https://www.perforce.com/products/helix-qac,"Enterprise-grade static analysis for embedded software. Supports MISRA, CERT, and AUTOSAR coding standards.","c, cpp",Y,5401022,6363153,
herbie,https://github.com/mcarton/rust-herbie-lint,Adds warnings or errors to your crate when using a numerically unstable floating point expression,rust,N,7590866,4418627,
HLint,https://github.com/ndmitchell/hlint,HLint is a tool for suggesting possible improvements to Haskell code,haskell,N,585427,2836457,
Hopper,https://github.com/cuplv/hopper,A static analysis tool written in scala for languages that run on JVM,"groovy, java, kotlin, scala",N,9375782,9862218,
Hound CI,https://houndci.com/,"Comments on style violations in GitHub pull requests. Supports Coffeescript, Go, HAML, JavaScript, Ruby, SCSS and Swift.","coffeescript, go, haml, javascript, ruby, css, swift",N,1427461,4073698,
HTML Inspector,https://github.com/philipwalton/html-inspector,HTML Inspector is a code quality tool to help you and your team write better markup,html,N,1225684,212112,
HTML Tidy,http://www.html-tidy.org/,Corrects and cleans up HTML and XML documents by fixing markup errors and upgrading legacy code to modern standards,html,N,5835555,4661835,
HTMLHint,https://htmlhint.com/,A Static Code Analysis Tool for HTML,html,N,1587184,6581606,
HuntBugs,https://github.com/amaembo/huntbugs,Bytecode static analyzer tool based on Procyon Compiler Tools aimed to supersede FindBugs,java,N,7664261,4253283,
i-Code CNES for Fortran,https://github.com/lequal/i-CodeCNES,"An open source static code analysis tool for Fortran 77, Fortran 90 and Shell.",fortran,N,8521114,5579059,
i-Code CNES for Shell,https://github.com/lequal/i-CodeCNES,An open source static code analysis tool for Shell and Fortran (77 and 90),shell,N,2087334,2176510,
iblessing,ttps://www.kitploit.com/2020/08/iblessing-ios-security-exploiting.htm," iblessing is an iOS security exploiting toolkit. It can be used for reverse engineering, binary analysis and vulnerability mining","mobile, security",N,4399921,1178158,
IDA Free,https://www.hex-rays.com/products/ida/support/download_freeware/,Binary code analysis tool,binary,Y,8296878,7170802,
IKOS,https://github.com/nasa-sw-vnv/ikos,A sound static analyzer for C/C++ code based on LLVM,"c, cpp",N,4675545,1305939,
imhotep,https://github.com/justinabrahms/imhotep,Comment on commits coming into your repository and check for syntactic errors and general lint warnings,"meta, buildtool, python, ruby, javascript",N,4655453,5507518,
include-gardener1,https://github.com/feddischson/include_gardener,A multi-language static analyzer for C/C++/Obj-C/Python/Ruby to create a graph (in dot or graphml format) which shows all `#include` relations of a given set of files.,"c, cpp",N,9218073,3051840,
include-gardener2,https://github.com/feddischson/include_gardener,A multi-language static analyzer for C/C++/Obj-C/Python/Ruby to create a graph (in dot or graphml format) which shows all `#include` relations of a given set of files.,python,N,9020893,6107251,
include-gardener3,https://github.com/feddischson/include_gardener,A multi-language static analyzer for C/C++/Obj-C/Python/Ruby to create a graph (in dot or graphml format) which shows all `#include` relations of a given set of files.,ruby,N,7576183,4658603,
ineffassign,https://github.com/gordonklaus/ineffassign,Detect ineffectual assignments in Go code,go,N,5125012,7754162,
Infer,https://fbinfer.com/,"A static analyzer for Java, C and Objective-C","c, cpp, java, objectivec",N,6782767,2437830,
InsiderSec,https://insidersec.io/,"A open source Static Application Security Testing tool (SAST) written in GoLang for Java (Maven and Android), Kotlin (Android), Swift (iOS), .NET Full Framework, C# and Javascript (Node.js).","java, mobile, kotlin, swift, dotnet, javascript, nodejs, csharp, security",N,2607156,1310416,
IntelliJ IDEA,https://www.jetbrains.com/idea/,"Comes bundled with a lot of inspections for Java and Kotlin and includes tools for refactoring, formatting and more.",ide,Y,1649496,80239,
interfacer,https://github.com/mvdan/interfacer,Suggest narrower interfaces that can be used,go,N,5106247,3727733,
Jakstab,https://github.com/jkinder/jakstab,"Jakstab is an Abstract Interpretation-based, integrated disassembly and static analysis framework for designing analyses on executables and recovering reliable control flow graphs.",binary,N,1553627,3971712,
JArchitect,https://www.jarchitect.com,"Measure, query and visualize your code and avoid unexpected issues, technical debt and complexity.",java,Y,6947732,4961178,
JBMC,https://www.cprover.org/jbmc/,"Bounded model-checker for Java (bytecode), verifies user-defined assertions, standard assertions, several coverage metric analyses.",java,N,9821198,9340008,
jedi,https://jedi.readthedocs.io/en/latest/,Autocompletion/static analysis library for Python,python,N,3419992,9392156,
Joern,ttps://joern.io,Open-source code analysis platform for C/C++ based on code property graph,"c, cpp",N,9620864,3835893,
jshint,https://jshint.com/about/,Detect errors and potential problems in JavaScript code and enforce your team's coding conventions.,javascript,N,4639437,5250188,
JSLint,https://github.com/douglascrockford/JSLint,The JavaScript Code Quality Tool,javascript,N,4112245,376725,
JSPrime,http://dpnishant.github.io/jsprime/,Static security analysis tool,javascript,N,3665463,5310924,
Kiuwan,https://www.kiuwan.com/code-security-sast/,"Identify and remediate cyber threats in a blazingly fast, collaborative environment, with seamless integration in your SDLC. Python, C\\C++, Java, C#, PHP and more.","c, cpp, go, java, javascript, kotlin, php, python, scala, service, swift",Y,7600424,1540372,
Klocwork,https://www.perforce.com/products/klocwork,"Quality and Security Static analysis for C/C++, Java and C#.","c, cpp, csharp, java",Y,1512013,9903022,
ktlint,https://ktlint.github.io/,An anti-bikeshedding Kotlin linter with built-in formatter,"kotlin, formatter",N,8037756,6470261,
kube-score,https://kube-score.com/,Static code analysis of your Kubernetes object definitions,container,N,4023996,599364,
kubeval,https://kubeval.instrumenta.dev/,Validates your Kubernetes configuration files and supports multiple Kubernetes versions,container,N,6850885,9238950,
lacheck,https://www.ctan.org/pkg/lacheck,A tool for finding common mistakes in LaTeX documents,latex,N,2737772,586114,
TeXLab,https://texlab.netlify.app,"A Language Server Protocol implementation for TeX/LaTeX, including lint capabilities",latex,N,124085,9686411,
Landscape,https://landscape.io/,Static code analysis for Python,service,Y,8883455,4408687,
languagetool,https://languagetool.org/,Style and grammar checker for 25+ languages. It finds many errors that a simple spell checker cannot detect,writing,N,9201741,4610333,
laser,https://github.com/michaeledgar/laser,Static analysis and style linter for Ruby code,ruby,N,785735,259069,
Qualys Container Security,https://www.qualys.com/apps/container-security/,Container native application protection to provide visibility and control of containerized applications,"container, service",Y,3837932,8778721,
LDRA,https://ldra.com,"A tool suite including static analysis (TBVISION) to various standards including MISRA C & C++, JSF++ AV, CWE, CERT C, CERT C++ & Custom Rules.","c, cpp",Y,5020877,2323606,
LGTM.com,https://lgtm.com/,Deep code analysis for GitHub and Bitbucket to find security vulnerabilities and critical code quality issues (using Semmle QL). Automatic code review for pull requests; free for public repositories,"ci, service",Y,5435415,5843987,
LibVCS4j,https://github.com/uni-bremen-agst/libvcs4j,A Java library that allows existing tools to analyse the evolution of software systems by providing a common API for different version control systems and issue trackers,support,N,8169343,1087695,
lint,ttps://github.com/passsy/dart-lin,"An opinionated, community-driven set of lint rules for Dart and Flutter projects. Like pedantic but stricte",dart,N,3763825,1148356,
linter,https://github.com/HairyFotr/linter,"Linter is a Scala static analysis compiler plugin which adds compile-time checks for various possible bugs, inefficiencies, and style problems.",scala,N,4890165,9584151,
linter-rust,https://github.com/AtomLinter/linter-rust,"Linting your Rust-files in Atom, using rustc and cargo.",rust,N,6742257,6492019,
lintian,https://lintian.debian.org/,Static analysis tool for Debian packages,package,N,8127220,2795149,
lintr,https://github.com/jimhester/lintr,Static Code Analysis for R,r,N,9102165,891146,
linty fresh,https://github.com/lyft/linty_fresh,Parse lint errors and report them to Github as comments on a pull request,python,N,7827267,8095805,
lll,https://github.com/walle/lll,Report long lines,go,N,6214006,747400,
luacheck,https://github.com/mpeterv/luacheck,A tool for linting and static analysis of Lua code,lua,N,7019533,6498890,
maligned,https://github.com/mdempsky/maligned,Detect structs that would take less memory if their fields were sorted,go,N,8785554,7347399,
Manalyze,https://github.com/JusticeRage/Manalyze,"A static analyzer, which checks portable executables for malicious content.",binary,N,1268180,9840130,
markdownlint,https://github.com/DavidAnson/markdownlint,Node.js -based style checker and lint tool for Markdown/CommonMark files,markdown,N,3926932,4269855,
mccabe,https://pypi.org/project/mccabe/,Check McCabe complexity,python,N,9949526,7437198,
mdl,https://github.com/mivok/markdownlint,A tool to check Markdown files and flag style issues,markdown,N,3020192,3899434,
MIRAI,https://github.com/facebookexperimental/MIRAI,"And abstract interpreter operating on Rust's mid-level intermediate language, and providing warnings based on taint analysis.",rust,N,400646,2429136,
misspell,https://github.com/client9/misspell,Finds commonly misspelled English words,go,N,8224207,1081633,
misspell-fixer,https://github.com/vlajos/misspell-fixer,"Quick tool for fixing common misspellings, typos in source code.",writing,N,8589785,6207972,
Misspelled Words In Context,http://jwilk.net/software/mwic,A spell-checker that groups possible misspellings and shows them in their contexts,writing,N,4845256,9772282,
mlint,https://mathworks.com/help/matlab/ref/mlint.html,Check MATLAB code files for possible problems,matlab,Y,5655055,110728,
Mondrian,http://trismegiste.github.io/Mondrian/,A set of static analysis and refactoring tools which use graph theory,php,N,5361209,6350182,
multilint,https://github.com/adamchainz/multilint,"A wrapper around `flake8`, `isort` and `modernize`.","python, meta",N,9856639,1925653,
mypy,http://www.mypy-lang.org/,"A static type checker that aims to combine the benefits of duck typing and static typing, frequently used with [MonkeyType](https://github.com/Instagram/MonkeyType).",python,N,9325359,6893373,
mythril,https://github.com/ConsenSys/mythril,"A symbolic execution framework with batteries included, can be used to find and exploit vulnerabilities in smart contracts automatically",smart,N,3197878,2030057,
MythX,https://mythx.io,"MythX is an easy to use analysis platform which integrates several analysis methods like fuzzing, symbolic execution and static analysis to find vulnerabilities with high precision",smart,Y,7427455,1825167,
Nagelfar,https://sourceforge.net/projects/nagelfar/,A static syntax checker for Tcl,tcl,N,5453053,5929876,
nakedret,https://github.com/alexkohler/nakedret,Finds naked returns,go,N,8990035,7100812,
nargs,https://github.com/alexkohler/nargs,Finds unused arguments in function declarations,go,N,5815318,6783808,
NDepend,http://www.ndepend.com/,"Measure, query and visualize your code and avoid unexpected issues, technical debt and complexity.",csharp,Y,2091213,8663768,
Nitpick CI,https://nitpick-ci.com,Automated PHP code review,"ci, service",Y,966486,5506881,
NodeJSScan,https://opensecurity.in/,NodeJsScan is a static security code scanner for Node.js applications,"javascript, nodejs",N,1668691,621306,
NullAway,https://github.com/uber/NullAway,Type-based null-pointer checker with low build-time overhead; an [Error Prone](http://errorprone.info/) plugin.,java,N,4240765,6981444,
oclint,http://oclint.org/,"A static source code analysis tool to improve quality and reduce defects for C, C++ and Objective-C.","c, cpp, objectivec",N,9197761,4821446,
OWASP Dependency Check,https://owasp.org/www-project-dependency-check/,"Checks dependencies for known, publicly disclosed, vulnerabilities.",java,N,8885272,7533688,
paprika,https://github.com/GeoffreyHecht/paprika,A toolkit to detect some code smells in analyzed Android applications,mobile,N,477365,2054989,
Oversecured,https://oversecured.com/,"A mobile app vulnerability scanner, designed for security researchers and bug bounty hackers. It also allows integrations into the DevOps process for businesses","mobile, security",Y,657153,7168901,
parallel-lint,https://github.com/php-parallel-lint/PHP-Parallel-Lint,This tool checks syntax of PHP files faster than serial check with a fancier output,php,N,2005619,3791266,
Parker,https://github.com/katiefenn/parker,Stylesheet analysis tool,css,N,9924241,3082536,
Parse,https://github.com/psecio/parse,A Static Security Scanner,php,N,8461095,281101,
Pascal Analyzer,https://peganza.com/products_pal.html,A static code analysis tool with numerous reports. A free _Lite_ version is available with limited reporting,delphi,Y,6950323,7549819,
Pascal Expert,https://peganza.com/products_pex.html,IDE plugin for code analysis. Includes a subset of Pascal Analyzer reporting capabilities and is available for Delphi versions 2007 and later,delphi,Y,2873990,6210653,
pdepend,https://pdepend.org/,Calculates software metrics like cyclomatic complexity for PHP code,php,N,7191242,3242653,
pelusa,https://github.com/codegram/pelusa,Static analysis Lint-type tool to improve your OO Ruby code,ruby,N,3379900,3722664,
"""Perl",https://metacpan.org/pod/Perl::Critic,Critique Perl source code for best-practices,perl,N,3019789,5810234,
pfff,https://github.com/facebookarchive/pfff/wiki/Main,"Facebook's tools for code analysis, visualizations, or style-preserving source transformation for many languages.","c, java, php, javascript, html, css, cpp, rust, csharp, erlang, haskell, python",N,564595,2430812,
phan,https://github.com/phan/phan/wiki,A modern static analyzer from etsy,php,N,7360771,3966011,
Phasar,https://phasar.org/,A LLVM-based static analysis framework which comes with a taint and type state analysis,"c, cpp",N,9673346,4693816,
PHP Architecture Tester,https://github.com/carlosas/phpat,Easy to use architecture testing tool for PHP,php,N,7638939,5145485,
PHP Assumptions,https://github.com/rskuipers/php-assumptions,Checks for weak assumptions,php,N,3665080,9563371,
PHP Coding Standards Fixer,https://cs.symfony.com/,"Fixes your code according to standards like PSR-1, PSR-2, and the Symfony standard.",php,N,5363419,9880458,
PHP Insights,https://phpinsights.com/,PHP-Insights,php,N,7395468,1873034,
Php Inspections (EA Extended),https://plugins.jetbrains.com/plugin/7622-php-inspections-ea-extended-,A Static Code Analyzer for PHP,php,N,8953060,5196565,
PHP Refactoring Browser,http://qafoolabs.github.io/php-refactoring-browser/,Refactoring helper,php,N,112538,6632865,
PHP Semantic Versioning Checker,https://github.com/tomzx/php-semver-checker,Suggests a next version according to semantic versioning,php,N,9349313,2338946,
PHP-Parser,https://github.com/nikic/PHP-Parser,A PHP parser written in PHP,php,N,9440684,7675073,
PHP-Token-Reflection,https://github.com/Andrewsville/PHP-Token-Reflection,Library emulating the PHP internal reflection,php,N,4559528,5825838,
php7cc,https://github.com/sstalle/php7cc,PHP 7 Compatibility Checker,php,N,7450444,7702671,
php7mar,https://github.com/Alexia/php7mar,Assist developers in porting their code quickly to PHP 7,php,N,7382113,4015712,
PHP_CodeSniffer,https://pear.php.net/package/PHP_CodeSniffer,Detects violations of a defined set of coding standards,php,N,1675516,1731140,
phpca,https://github.com/wapmorgan/PhpCodeAnalyzer,Finds usage of non-built-in extensions,php,N,8324874,9967454,
phpcf,http://wapmorgan.github.io/PhpCodeFixer/,Finds usage of deprecated PHP features,php,N,9198454,143992,
phpcpd,https://github.com/sebastianbergmann/phpcpd,Copy/Paste Detector for PHP code,php,N,5367702,5309870,
phpdcd,https://github.com/sebastianbergmann/phpdcd,Dead Code Detector (DCD) for PHP code,php,N,5157708,6048445,
PhpDependencyAnalysis,https://mamuz.github.io/PhpDependencyAnalysis/,Builds a dependency graph for a project,php,N,1752088,4377080,
phpdoc-to-typehint,https://github.com/dunglas/phpdoc-to-typehint,Add scalar type hints and return types to existing PHP projects using PHPDoc annotations,php,N,2527025,5281240,
phpDocumentor,https://www.phpdoc.org/,Analyzes PHP source code to generate documentation,php,N,917786,4344097,
phploc,https://github.com/sebastianbergmann/phploc,A tool for quickly measuring the size and analyzing the structure of a PHP project,php,N,1604565,5689158,
PHPMD,https://phpmd.org/,Finds possible bugs in your code,php,N,3610811,8926126,
PhpMetrics,http://www.phpmetrics.org/,Calculates and visualizes various code quality metrics,php,N,8505963,1222579,
phpmnd,https://github.com/povils/phpmnd,Helps to detect magic numbers,php,N,3062751,6552802,
PHPQA,https://edgedesigncz.github.io/phpqa/,"A tool for running QA tools (phploc, phpcpd, phpcs, pdepend, phpmd, phpmetrics).",php,N,6010915,9237310,
phpqa - jakzal,https://github.com/jakzal/phpqa,Many tools for PHP static analysis in one container,php,N,4216822,6124434,
phpqa - jmolivas,https://github.com/jmolivas/phpqa,PHPQA all-in-one Analyzer CLI tool,php,N,6514615,9913445,
phpsa,https://github.com/ovr/phpsa,Static analysis tool for PHP,php,N,9360918,3045632,
php-speller,https://github.com/mekras/php-speller,PHP spell check library,php,N,7193556,3331309,
PHPStan,https://phpstan.org/,PHP Static Analysis Tool - discover bugs in your code without running it,php,N,5239476,9468631,
plato,https://github.com/es-analysis/plato,Visualize JavaScript source complexity,javascript,N,8010680,8576219,
es6-plato,https://github.com/the-simian/es6-plato,Visualize JavaScript (ES6) source complexity,javascript,N,6162465,9494784,
PMD,https://pmd.github.io/,"A source code analyzer for Java, Javascript, PLSQL, XML, XSL and others.","java, javascript, plsql, scala, xml",N,1459196,4861836,
Polymer-analyzer,https://github.com/Polymer/tools/tree/master/packages/analyzer,A static analysis framework for Web Components,"html, javascript",N,6553147,4356329,
Polyspace Bug Finder,https://www.mathworks.com/products/polyspace-bug-finder.html,"Identifies run-time errors, concurrency issues, security vulnerabilities, and other defects in C and C++ embedded software.","c, cpp",Y,2914138,4356193,
Polyspace Code Prover,https://www.mathworks.com/products/polyspace-code-prover.html,"Provide code verification that proves the absence of overflow, divide-by-zero, out-of-bounds array access, and certain other run-time errors in C and C++ source code.","c, cpp",Y,6410526,437148,
Polyspace for Ada,https://www.mathworks.com/products/polyspace-ada.html,"Provide code verification that proves the absence of overflow, divide-by-zero, out-of-bounds array access, and certain other run-time errors in source code.",ada,Y,790464,7117619,
portlint,https://www.freebsd.org/cgi/man.cgi?query=portlint&sektion=1&manpath=FreeBSD+8.1-RELEASE+and+Ports,A verifier for FreeBSD and DragonFlyBSD port directories,"make, buildtool",N,7795081,7436829,
PostCSS,https://postcss.org/,"A tool for transforming styles with JS plugins. These plugins can lint your CSS, support variables and mixins, transpile future CSS syntax, inline images, and more",css,N,8218758,188920,
pre-commit,https://pre-commit.com/,A framework for managing and maintaining multi-language pre-commit hooks,"c, cpp, java, php",N,1144316,3916870,
prealloc,https://github.com/alexkohler/prealloc,Finds slice declarations that could potentially be preallocated,go,N,2473136,971355,
Prettier,https://prettier.io/,An opinionated code formatter,"javascript, typescript, html, formatter",N,4385200,3760371,
Primitive Erlang Security Tool (PEST),https://github.com/okeuday/pest,A tool to do a basic scan of Erlang source code and report any function calls that may cause Erlang source code to be insecure,erlang,N,1845454,2975210,
Progpilot,https://github.com/designsecurity/progpilot,A static analysis tool for security purposes,php,N,5181530,1126849,
Project Wallace CSS Analyzer,https://www.projectwallace.com/,"Analytics for CSS, part of [Project Wallace](https://www.projectwallace.com).",css,N,120548,448279,
Pronto,https://github.com/prontolabs/pronto,"Quick automated code review of your changes. Supports more than 40 runners for various languages, including Clang, Elixir, JavaScript, PHP, Ruby and more.","c, ci, cpp, elixir, java, javascript, php, ruby, ci",N,2092113,5604990,
proselint,http://proselint.com/,A linter for English prose with a focus on writing style instead of grammar,writing,N,213776,1896655,
prospector,https://github.com/PyCQA/prospector,"A wrapper around `pylint`, `pep8`, `mccabe` and others.","python, meta",N,705830,314005,
protolint,https://github.com/yoheimuta/protolint,Pluggable linter and fixer to enforce Protocol Buffer style and conventions,protobuf,N,5691315,4788802,
Psalm,https://psalm.dev/,Static analysis tool for finding type errors in PHP applications,php,N,6770640,3480914,
PT.PM,https://github.com/PositiveTechnologies/PT.PM,"An engine for searching patterns in the source code, based on Unified AST or UST. At present time C#, Java, PHP, PL/SQL, T-SQL, and JavaScript are supported. Patterns can be described within the code or using a DSL.","csharp, java, php, plsql, tsql, javascript",N,986939,4110035,
PullRequest,https://www.pullrequest.com,Code review as a service with built-in static analysis,"ci, service",Y,3359076,6630677,
Puma Scan,https://pumasecurity.io/,"Puma Scan provides real time secure code analysis for common vulnerabilities (XSS, SQLi, CSRF, LDAPi, crypto, deserialization, etc.) as development teams write code in Visual Studio.","csharp, ide",N,9797204,4989771,
Puppet Lint,https://github.com/rodjek/puppet-lint,Check that your Puppet manifests conform to the style guide,configmanagement,N,8006609,1162168,
PVS-Studio,https://www.viva64.com/en/pvs-studio/,"A ([conditionally free](https://www.viva64.com/en/b/0614/) for FOSS and individual developers) static analysis of C, C++, C# and Java code. For advertising purposes [you can propose a large FOSS project for analysis by PVS employees](https://github.com/viva64/pvs-studio-check-list). Supports CWE mapping, MISRA and CERT coding standards.","c, cpp, csharp, java",Y,4023043,3837768,
py-find-injection,https://github.com/uber/py-find-injection,Find SQL injection vulnerabilities in Python code,python,N,4514237,4706023,
pycodestyle,https://pycodestyle.pycqa.org/en/latest/,(Formerly `pep8`) Check Python code against some of the style conventions in PEP 8.,python,N,9267961,2368090,
pydocstyle,http://www.pydocstyle.org,Check compliance with Python docstring conventions,python,N,3629379,6467397,
pyflakes,https://pypi.org/project/pyflakes/,Check Python source files for errors,python,N,4441953,1417834,
pylint,http://pylint.pycqa.org/en/latest/,"Looks for programming errors, helps enforcing a coding standard and sniffs for some code smells. It additionally includes `pyreverse` (an UML diagram generator) and `symilar` (a similarities checker).",python,N,6015454,1321142,
pyre-check,https://pyre-check.org/,"A fast, scalable type checker for large Python codebases.",python,N,9571927,837036,
pyright,https://github.com/Microsoft/pyright,"Static type checker for Python, created to address gaps in existing tools like mypy.",python,N,1539798,9419580,
pyroma,https://github.com/regebro/pyroma,"Rate how well a Python project complies with the best practices of the Python packaging ecosystem, and list issues that could be improved.",python,N,3344930,6730091,
PyT - Python Taint,https://github.com/python-security/pyt,A static analysis tool for detecting security vulnerabilities in Python web applications,python,N,2309314,4762634,
pytype,https://google.github.io/pytype/,A static type analyzer for Python code,python,N,148709,1952648,
Pysa,https://pyre-check.org/docs/pysa-basics.html,A tool based on Facebook's pyre-check to identify potential security issues in Python code identified with taint analysis,python,N,8832879,244065,
Qafoo Quality Analyzer,https://github.com/Qafoo/QualityAnalyzer,Visualizes metrics and source code,php,N,8839195,2895546,
qark,https://github.com/linkedin/qark,Tool to look for several security related Android application vulnerabilities,mobile,N,7851791,2737369,
quality,https://github.com/apiology/quality,"Runs quality checks on your code using community tools, and makes sure your numbers don't get any worse over time.","ci, ruby",N,5658620,3892109,
QuantifiedCode,https://github.com/quantifiedcode/quantifiedcode,Automated code review & repair,"ci, service",N,7082890,125648,
Querly,https://github.com/soutaro/querly,Pattern Based Checking Tool for Ruby,ruby,N,2976330,6625639,
qulice,https://www.qulice.com/,"Combines a few (pre-configured) static analysis tools (checkstyle, PMD, Findbugs, ...).",java,N,397429,1932382,
radon,https://radon.readthedocs.io/en/latest/,A Python tool that computes various metrics from the source code,python,N,1933988,5195149,
Railroader,https://railroader.org/,An open source static analysis security vulnerability scanner for Ruby on Rails applications,ruby,N,3888612,8129068,
reek,https://github.com/troessner/reek,Code smell detector for Ruby,ruby,N,8151159,313938,
Refactoring Essentials,https://marketplace.visualstudio.com/items?itemName=SharpDevelopTeam.RefactoringEssentialsforVisualStudio,"The free Visual Studio 2015 extension for C# and VB.NET refactorings, including code best practice analyzers.","csharp, vbnet",N,7244718,6811463,
relint,https://github.com/codingjoe/relint,A static file linter that allows you to write custom rules using regular expressions (RegEx),"python, java, javascript, c, cpp, dotnet, jsx",N,9925724,6258100,
remark-lint,https://remark.js.org/,Pluggable Markdown code style linter written in JavaScript,markdown,N,5705683,3158125,
ReSharper,https://www.jetbrains.com/resharper/,"Extends Visual Studio with on-the-fly code inspections for C#, VB.NET, ASP.NET, JavaScript, TypeScript and other technologies.","asp, csharp, javascript, typescript, vbnet",Y,4745949,8646886,
Reshift,https://www.reshiftsecurity.com/,A source code analysis tool for detecting and managing Java security vulnerabilities,service,Y,8831036,484805,
retire.js,http://retirejs.github.io/retire.js/,Scanner detecting the use of JavaScript libraries with known vulnerabilities,javascript,N,3563017,8233240,
Reviewdog,https://github.com/haya14busa/reviewdog,A tool for posting review comments from any linter in any code hosting service,"ci, go",N,4727401,6866861,
revive,https://revive.run/,"Fast, configurable, extensible, flexible, and beautiful linter for Go. Drop-in replacement of golint.",go,N,9318965,5429259,
RIPS,https://www.ripstech.com/,A static source code analyser for vulnerabilities in PHP scripts,"php, java, nodejs",Y,5354802,9243487,
Roslyn Analyzers,https://github.com/dotnet/roslyn-analyzers,Roslyn-based implementation of FxCop analyzers,"csharp, dotnet",N,5151859,4769380,
Roslyn Security Guard,https://security-code-scan.github.io/,"Project that focuses on the identification of potential vulnerabilities such as SQL injection, cross-site scripting (XSS), CSRF, cryptography weaknesses, hardcoded passwords and many more.","csharp, vbnet",N,3906458,3027500,
Roslynator,https://github.com/JosefPihrt/Roslynator/,"A collection of 190+ analyzers and 190+ refactorings for C#, powered by Roslyn.",csharp,N,3964993,2898445,
rpmlint,https://github.com/rpm-software-management/rpmlint,Tool for checking common errors in rpm packages,package,N,2464986,2772608,
RuboCop,https://docs.rubocop.org/rubocop/,"A Ruby static code analyzer, based on the community Ruby style guide.",ruby,N,1992076,648010,
Rubrowser,http://www.emadelsaid.com/rubrowser/,Ruby classes interactive dependency graph generator,ruby,N,6599660,3741964,
ruby-lint,http://code.yorickpeterse.com/ruby-lint/latest/,Static code analysis for Ruby,ruby,N,7717889,2629306,
rubycritic,https://github.com/whitesmith/rubycritic,A Ruby code quality reporter,ruby,N,7741842,5012828,
Rust Language Server,https://github.com/rust-lang-nursery/rls,"Supports functionality such as 'goto definition', symbol search, reformatting, and code completion, and enables renaming and refactorings.",rust,N,7267739,9766618,
rust-analyzer,https://rust-analyzer.github.io/,"Supports functionality such as 'goto definition', type inference, symbol search, reformatting, and code completion, and enables renaming and refactorings.",rust,N,9161308,4531029,
rust-audit,ttps://github.com/Shnatsel/rust-audi,Audit Rust binaries for known bugs or security vulnerabilities. This works by embedding data about the dependency tree (Cargo.lock) in JSON format into a dedicated linker section of the compiled executable.,rust,N,1577829,1643777,
rustfix,https://github.com/rust-lang/rustfix,"Read and apply the suggestions made by rustc (and third-party lints, like those offered by clippy).",rust,N,279783,3473732,
safesql,https://github.com/stripe/safesql,Static analysis tool for Golang that protects against SQL injections,go,N,4508709,7609117,
SandiMeter,https://rubygems.org/gems/sandi_meter,Static analysis tool for checking Ruby code for Sandi Metz' rules.,ruby,N,7862895,711726,
sass-lint,https://github.com/sasstools/sass-lint,A Node-only Sass linter for both sass and scss syntax,css,N,7983502,1493056,
Scalastyle,http://www.scalastyle.org,Scalastyle examines your Scala code and indicates potential problems with it,scala,N,266558,7220531,
scan-build,https://clang-analyzer.llvm.org/scan-build.html,Analyzes C/C++ code using LLVM at compile-time,"c, cpp",N,2672350,4801055,
scapegoat,https://github.com/sksamuel/scapegoat,Scala compiler plugin for static code analysis,scala,N,6903906,2835239,
Scrutinizer,https://scrutinizer-ci.com/,A proprietary code quality checker that can be integrated with GitHub,service,Y,1017859,6876911,
scsslint,https://github.com/brigade/scss-lint,Linter for SCSS files,css,N,5711275,7718554,
Security Code Scan,https://security-code-scan.github.io/,"Security code analyzer for C# and VB.NET. Detects various security vulnerability patterns: SQLi, XSS, CSRF, XXE, Open Redirect, etc. Integrates into Visual Studio 2015 and newer. Detects various security vulnerability patterns: SQLi, XSS, CSRF, XXE, Open Redirect, etc.","c, cpp, csharp, ide, java, php, vbnet",N,4779415,9195841,
Semgrep,https://semgrep.live,"Free, open-source lightweight static analysis for many languages. Find and block bug variants with patterns that look like source code.","c, go, java, javascript, python",N,9470941,6980969,
Semmle QL and LGTM,https://semmle.com/,"Find security vulnerabilities, variants, and critical code quality issues using queries over source code. Automatic PR code review; free for public GitHub/Bitbucket repo: [LGTM.com](https://LGTM.com).","c, ci, cpp, java, php",Y,3463485,2654793,
SensioLabs Insight,https://insight.sensiolabs.com/,"Detect security risks, find bugs and provide actionable metrics for PHP projects.","php, service",Y,2059155,6533011,
shellcheck,https://www.shellcheck.net/,"ShellCheck, a static analysis tool that gives warnings and suggestions for bash/sh shell scripts.",shell,N,8946098,5042617,
shipshape,https://github.com/google/shipshape,Static program analysis platform that allows custom analyzers to plug in through a common interface,"c, cpp, java, php",N,314124,4885139,
Sider,https://sider.review,An automated code reviewing tool. Improving developers' productivity.,"ci, service, ruby, python, css, go, swift",Y,8842721,1219991,
slim-lint,https://github.com/sds/slim-lint,Configurable tool for analyzing Slim templates,template,N,8152450,7209487,
